id,year,bup,low_green,med_green,high_green,min_temp,mean_temp,max_temp
1,2005,0,0,0,0,0,0,0
2,2005,0,0,0,0,0,0,0
3,2005,0,0,0,0,0,0,0
4,2005,0,0,0,0,0,0,0
5,2005,0,0,0,0,0,0,0
6,2005,0,0,0,0,0,0,0
7,2005,0,0,0,0,0,0,0
8,2005,0,0,0,0,0,0,0
9,2005,0,0,0,0,0,0,0
10,2005,0,0,0,0,0,0,0
11,2005,0,0,0,0,0,0,0
12,2005,0,0,0,0,0,0,0
13,2005,0,0,0,0,0,0,0
14,2005,0,0,0,0,0,0,0
15,2005,0,0,0,0,0,0,0
16,2005,0,0,0,0,0,0,0
17,2005,0,0,0,0,0,0,0
18,2005,0,0,0,0,0,0,0
19,2005,0,0,0,0,0,0,0
20,2005,0,0,0,0,0,0,0
21,2005,0,0,0,0,0,0,0
22,2005,0,0,0,0,0,0,0
23,2005,0,0,0,0,0,0,0
24,2005,0,0,0,0,0,0,0
25,2005,0,0,0,0,0,0,0
26,2005,0,0,0,0,0,0,0
27,2005,0,0,0,0,0,0,0
28,2005,0,0,0,0,0,0,0
29,2005,0,0,0,0,0,0,0
30,2005,0,0,0,0,0,0,0
31,2005,0,0,0,0,0,0,0
32,2005,0,0,0,0,0,0,0
33,2005,0,0,0,0,0,0,0
34,2005,0,0,0,0,0,0,0
35,2005,0,0,0,0,0,0,0
36,2005,0,0,0,0,0,0,0
37,2005,0,0,0,0,0,0,0
38,2005,0,0,0,0,0,0,0
39,2005,0,0,0,0,0,0,0
40,2005,0,0,0,0,0,0,0
41,2005,0,0,0,0,0,0,0
42,2005,0,0,0,0,0,0,0
43,2005,0,0,0,0,0,0,0
44,2005,0,0,0,0,0,0,0
45,2005,0,0,0,0,0,0,0
46,2005,0,0,0,0,0,0,0
47,2005,0,0,0,0,0,0,0
48,2005,0,0,0,0,0,0,0
49,2005,0,0,0,0,0,0,0
50,2005,0,0,0,0,0,0,0
51,2005,0,0,0,0,0,0,0
