id,year,bup,low_green,med_green,high_green,min_temp,mean_temp,max_temp
1,1995,0,0,0,0,0,0,0
2,1995,0,0,0,0,0,0,0
3,1995,0,0,0,0,0,0,0
4,1995,0,0,0,0,0,0,0
5,1995,0,0,0,0,0,0,0
6,1995,0,0,0,0,0,0,0
7,1995,0,0,0,0,0,0,0
8,1995,0,0,0,0,0,0,0
9,1995,0,0,0,0,0,0,0
10,1995,0,0,0,0,0,0,0
11,1995,0,0,0,0,0,0,0
12,1995,0,0,0,0,0,0,0
13,1995,0,0,0,0,0,0,0
14,1995,0,0,0,0,0,0,0
15,1995,0,0,0,0,0,0,0
16,1995,0,0,0,0,0,0,0
17,1995,0,0,0,0,0,0,0
18,1995,0,0,0,0,0,0,0
19,1995,0,0,0,0,0,0,0
20,1995,0,0,0,0,0,0,0
21,1995,0,0,0,0,0,0,0
22,1995,0,0,0,0,0,0,0
23,1995,0,0,0,0,0,0,0
24,1995,0,0,0,0,0,0,0
25,1995,0,0,0,0,0,0,0
26,1995,0,0,0,0,0,0,0
27,1995,0,0,0,0,0,0,0
28,1995,0,0,0,0,0,0,0
29,1995,0,0,0,0,0,0,0
30,1995,0,0,0,0,0,0,0
31,1995,0,0,0,0,0,0,0
32,1995,0,0,0,0,0,0,0
33,1995,0,0,0,0,0,0,0
34,1995,0,0,0,0,0,0,0
35,1995,0,0,0,0,0,0,0
36,1995,0,0,0,0,0,0,0
37,1995,0,0,0,0,0,0,0
38,1995,0,0,0,0,0,0,0
39,1995,0,0,0,0,0,0,0
40,1995,0,0,0,0,0,0,0
41,1995,0,0,0,0,0,0,0
42,1995,0,0,0,0,0,0,0
43,1995,0,0,0,0,0,0,0
44,1995,0,0,0,0,0,0,0
45,1995,0,0,0,0,0,0,0
46,1995,0,0,0,0,0,0,0
47,1995,0,0,0,0,0,0,0
48,1995,0,0,0,0,0,0,0
49,1995,0,0,0,0,0,0,0
50,1995,0,0,0,0,0,0,0
51,1995,0,0,0,0,0,0,0
52,1995,0,0,0,0,0,0,0
53,1995,0,0,0,0,0,0,0
54,1995,0,0,0,0,0,0,0
55,1995,0,0,0,0,0,0,0
56,1995,0,0,0,0,0,0,0
57,1995,0,0,0,0,0,0,0
58,1995,0,0,0,0,0,0,0
59,1995,0,0,0,0,0,0,0
60,1995,0,0,0,0,0,0,0
61,1995,0,0,0,0,0,0,0
62,1995,0,0,0,0,0,0,0
63,1995,0,0,0,0,0,0,0
64,1995,0,0,0,0,0,0,0
65,1995,0,0,0,0,0,0,0
66,1995,0,0,0,0,0,0,0
67,1995,0,0,0,0,0,0,0
68,1995,0,0,0,0,0,0,0
69,1995,0,0,0,0,0,0,0
70,1995,0,0,0,0,0,0,0
71,1995,0,0,0,0,0,0,0
72,1995,0,0,0,0,0,0,0
73,1995,0,0,0,0,0,0,0
74,1995,0,0,0,0,0,0,0
75,1995,0,0,0,0,0,0,0
76,1995,0,0,0,0,0,0,0
77,1995,0,0,0,0,0,0,0
78,1995,0,0,0,0,0,0,0
79,1995,0,0,0,0,0,0,0
80,1995,0,0,0,0,0,0,0
81,1995,0,0,0,0,0,0,0
82,1995,0,0,0,0,0,0,0
83,1995,0,0,0,0,0,0,0
84,1995,0,0,0,0,0,0,0
85,1995,0,0,0,0,0,0,0
86,1995,0,0,0,0,0,0,0
87,1995,0,0,0,0,0,0,0
88,1995,0,0,0,0,0,0,0
89,1995,0,0,0,0,0,0,0
90,1995,0,0,0,0,0,0,0
91,1995,0,0,0,0,0,0,0
92,1995,0,0,0,0,0,0,0
93,1995,0,0,0,0,0,0,0
94,1995,0,0,0,0,0,0,0
95,1995,0,0,0,0,0,0,0
96,1995,0,0,0,0,0,0,0
97,1995,0,0,0,0,0,0,0
98,1995,0,0,0,0,0,0,0
99,1995,0,0,0,0,0,0,0
100,1995,0,0,0,0,0,0,0
101,1995,0,0,0,0,0,0,0
102,1995,0,0,0,0,0,0,0
103,1995,0,0,0,0,0,0,0
104,1995,0,0,0,0,0,0,0
105,1995,0,0,0,0,0,0,0
106,1995,0,0,0,0,0,0,0
107,1995,0,0,0,0,0,0,0
108,1995,0,0,0,0,0,0,0
109,1995,0,0,0,0,0,0,0
110,1995,0,0,0,0,0,0,0
111,1995,0,0,0,0,0,0,0
112,1995,0,0,0,0,0,0,0
113,1995,0,0,0,0,0,0,0
114,1995,0,0,0,0,0,0,0
115,1995,0,0,0,0,0,0,0
116,1995,0,0,0,0,0,0,0
117,1995,0,0,0,0,0,0,0
118,1995,0,0,0,0,0,0,0
119,1995,0,0,0,0,0,0,0
120,1995,0,0,0,0,0,0,0
121,1995,0,0,0,0,0,0,0
122,1995,0,0,0,0,0,0,0
123,1995,0,0,0,0,0,0,0
124,1995,0,0,0,0,0,0,0
125,1995,0,0,0,0,0,0,0
126,1995,0,0,0,0,0,0,0
127,1995,0,0,0,0,0,0,0
128,1995,0,0,0,0,0,0,0
129,1995,0,0,0,0,0,0,0
130,1995,0,0,0,0,0,0,0
131,1995,0,0,0,0,0,0,0
132,1995,0,0,0,0,0,0,0
133,1995,0,0,0,0,0,0,0
134,1995,0,0,0,0,0,0,0
135,1995,0,0,0,0,0,0,0
136,1995,0,0,0,0,0,0,0
137,1995,0,0,0,0,0,0,0
138,1995,0,0,0,0,0,0,0
139,1995,0,0,0,0,0,0,0
140,1995,0,0,0,0,0,0,0
141,1995,0,0,0,0,0,0,0
142,1995,0,0,0,0,0,0,0
